User 3: 0.71069187 accuracy; in the following cases: 
0.4333333 precision; 0.3942029 recall; 1.0 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.4 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.4 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.4 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.4 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.4 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.35 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.3 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.25 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.2 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.15 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.1 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.05 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.53588516 precision; 0.45535713 recall; 0.0 treshold; 2.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 20: 0.7232704 accuracy; in the following cases: 
0.46535948 precision; 0.43015873 recall; 1.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.95 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.9 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.85 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.8 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.75 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.7 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.65 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.6 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.55 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.5 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.45 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.4 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.35 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.3 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.25 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.2 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.15 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.1 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.05 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.46535948 precision; 0.43015873 recall; 0.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 29: 0.7987421 accuracy; in the following cases: 
0.4952381 precision; 0.43939394 recall; 1.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.95 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.9 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.85 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.8 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.75 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.7 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.65 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.6 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.55 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.5 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.45 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.4 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.35 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.3 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.25 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.2 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.15 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.1 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.05 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 1.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.95 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.9 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.85 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.8 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.75 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.7 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.65 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.6 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.55 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.5 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.45 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.4 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.35 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.3 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.25 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.2 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.15 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.1 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.05 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 1.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.95 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.9 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.85 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.8 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.75 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.7 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.65 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.6 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.55 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.5 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.45 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.4 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.35 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.3 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.25 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.2 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.15 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.1 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.05 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 1.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.95 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.9 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.85 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.8 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.75 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.7 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.65 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.6 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.55 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.5 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.45 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.4 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.35 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.3 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.25 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.2 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.15 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.1 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.05 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 1.0 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.95 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.9 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.85 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.8 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.75 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.7 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.65 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.6 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.55 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.4952381 precision; 0.43939394 recall; 0.5 treshold; 1.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
